id,code,name
l10n_pe_economic_activity_7911,7911,Actividades de agencias de viajes
l10n_pe_economic_activity_7912,7912,Actividades de operadores turísticos
l10n_pe_economic_activity_7990,7990,Otros servicios de reservas y actividades conexas
l10n_pe_economic_activity_8010,8010,Actividades de seguridad privada
l10n_pe_economic_activity_8020,8020,Actividades de servicio de sistemas de seguridad
l10n_pe_economic_activity_8030,8030,Actividades de investigación
l10n_pe_economic_activity_8110,8110,Actividades combinadas de apoyo a instalaciones
l10n_pe_economic_activity_8121,8121,Limpieza general de edificios
l10n_pe_economic_activity_8129,8129,Otras actividades de limpieza de edificios e instalaciones industriales
l10n_pe_economic_activity_8130,8130,Actividades de paisajismo y servicios de mantenimiento conexos
l10n_pe_economic_activity_8211,8211,Actividades combinadas de servicios administrativos de oficina
l10n_pe_economic_activity_8219,8219,Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina
l10n_pe_economic_activity_8220,8220,Actividades de centros de llamadas
l10n_pe_economic_activity_8230,8230,Organización de convenciones y exposiciones comerciales
l10n_pe_economic_activity_8291,8291,Actividades de agencias de cobro y agencias de calificación crediticia
l10n_pe_economic_activity_8292,8292,Actividades de envasado y empaquetado
l10n_pe_economic_activity_8299,8299,Otras actividades de servicios de apoyo a las empresas n.c.p
l10n_pe_economic_activity_8411,8411,Actividades de la administración pública en general
l10n_pe_economic_activity_8410,8410,Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social
l10n_pe_economic_activity_8413,8413,Regulación y facilitación de la actividad económica
l10n_pe_economic_activity_8421,8421,Relaciones exteriores
l10n_pe_economic_activity_8422,8422,Actividades de defensa
l10n_pe_economic_activity_8423,8423,Actividades de mantenimiento del orden público y de seguridad
l10n_pe_economic_activity_8430,8430,Actividades de planes de seguridad social de afiliación obligatoria
l10n_pe_economic_activity_8510,8510,Enseñanza preescolar y primaria
l10n_pe_economic_activity_8521,8521,Enseñanza secundaria de formación general
l10n_pe_economic_activity_8522,8522,Enseñanza secundaria de formación técnica y profesional
l10n_pe_economic_activity_8530,8530,Enseñanza superior
l10n_pe_economic_activity_8541,8541,Educación deportiva y recreativa
l10n_pe_economic_activity_8542,8542,Enseñanza cultural
l10n_pe_economic_activity_8549,8549,Otros tipos de enseñanza n.c.p.
l10n_pe_economic_activity_8550,8550,Actividades de apoyo a la enseñanza
l10n_pe_economic_activity_8610,8610,Actividades de hospitales
l10n_pe_economic_activity_8620,8620,Actividades de médicos y odontólogos
l10n_pe_economic_activity_8690,8690,Otras actividades de atención de la salud humana
l10n_pe_economic_activity_8710,8710,Actividades de atención de enfermería en instituciones
l10n_pe_economic_activity_8720,8720,Actividades de atención en instituciones para personas con retraso mental, enfermos mentales y toxicómanos
l10n_pe_economic_activity_8730,8730,Actividades de atención en instituciones para personas de edad personas con discapacidad
l10n_pe_economic_activity_8790,8790,Otras actividades de atención en instituciones
l10n_pe_economic_activity_8810,8810,Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad
l10n_pe_economic_activity_8890,8890,Otras actividades de asistencia social sin alojamiento
l10n_pe_economic_activity_9000,9000,Actividades creativas, artísticas y de entretenimiento
l10n_pe_economic_activity_9101,9101,Actividades de bibliotecas y archivos
l10n_pe_economic_activity_9102,9102,Actividades de museos y gestión de lugares y edificios históricos
l10n_pe_economic_activity_9103,9103,Actividades de jardines botánicos y zoológicos y reservas naturales
l10n_pe_economic_activity_9200,9200,Actividades de juegos de azar y apuestas
l10n_pe_economic_activity_9311,9311,Gestión de instalaciones deportivas
l10n_pe_economic_activity_9312,9312,Actividades de clubes deportivos
l10n_pe_economic_activity_9319,9319,Otras actividades deportivas
l10n_pe_economic_activity_9321,9321,Actividades de parques de atracciones y parques temáticos
l10n_pe_economic_activity_9329,9329,Otras actividades de esparcimiento y recreativas n.c.p.
l10n_pe_economic_activity_9411,9411,Actividades de asociaciones empresariales y de empleadores
l10n_pe_economic_activity_9412,9412,Actividades de asociaciones profesionales
l10n_pe_economic_activity_9420,9420,Actividades de sindicatos
l10n_pe_economic_activity_9491,9491,Actividades de organizaciones religiosas
l10n_pe_economic_activity_9492,9492,Actividades de organizaciones políticas
l10n_pe_economic_activity_9499,9499,Actividades de otras asociaciones n.c.p.
l10n_pe_economic_activity_9511,9511,Reparación de ordenadores y equipo periférico
l10n_pe_economic_activity_9512,9512,Reparación de equipos comunicacionales
l10n_pe_economic_activity_9521,9521,Reparación de aparatos electrónicos de consumo
l10n_pe_economic_activity_9522,9522,Reparación de aparatos de uso doméstico y equipo doméstico y de jardinería
l10n_pe_economic_activity_9523,9523,Reparación de calzado y artículos de cuero
l10n_pe_economic_activity_9524,9524,Reparación de muebles y accesorios domésticos
l10n_pe_economic_activity_9529,9529,Reparación de otros efectos personales y enseres domésticos
l10n_pe_economic_activity_9601,9601,Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel
l10n_pe_economic_activity_9602,9602,Peluquería y otros tratamientos de belleza
l10n_pe_economic_activity_9603,9603,Pompas fúnebres y actividades conexas
l10n_pe_economic_activity_9609,9609,Otras actividades de servicios personales n.c.p.
l10n_pe_economic_activity_9700,9700,Actividades de los hogares como empleadores de personal doméstico
l10n_pe_economic_activity_9900,9900,Actividades de organizaciones y órganos extraterritoriales
